step_size,                  x,              v_num,            u_exact,               time,
0.001001,            0.347347,            0.627912,            0.620967,             11081.4,

0.001001,            0.348348,            0.627212,            0.620272,             11081.4,

0.001001,            0.349349,            0.626508,            0.619574,             11081.4,

0.001001,             0.35035,            0.625802,            0.618873,             11081.4,

0.001001,            0.351351,            0.625093,            0.618168,             11081.4,

0.001001,            0.352352,            0.624381,            0.617461,             11081.4,

0.001001,            0.353353,            0.623665,            0.616751,             11081.4,

0.001001,            0.354354,            0.622947,            0.616038,             11081.4,

0.001001,            0.355355,            0.622226,            0.615322,             11081.4,

0.001001,            0.356356,            0.621502,            0.614603,             11081.4,

0.001001,            0.357357,            0.620775,            0.613882,             11081.4,

0.001001,            0.358358,            0.620046,            0.613158,             11081.4,

0.001001,            0.359359,            0.619313,            0.612431,             11081.4,

0.001001,             0.36036,            0.618578,            0.611701,             11081.4,

0.001001,            0.361361,            0.617841,            0.610968,             11081.4,

0.001001,            0.362362,              0.6171,            0.610233,             11081.4,

0.001001,            0.363363,            0.616357,            0.609495,             11081.4,

0.001001,            0.364364,            0.615611,            0.608755,             11081.4,

0.001001,            0.365365,            0.614862,            0.608012,             11081.4,

0.001001,            0.366366,            0.614111,            0.607266,             11081.4,

0.001001,            0.367367,            0.613358,            0.606518,             11081.4,

0.001001,            0.368368,            0.612602,            0.605767,             11081.4,

0.001001,            0.369369,            0.611843,            0.605014,             11081.4,

0.001001,             0.37037,            0.611082,            0.604259,             11081.4,

0.001001,            0.371371,            0.610318,            0.603501,             11081.4,

0.001001,            0.372372,            0.609552,             0.60274,             11081.4,

0.001001,            0.373373,            0.608783,            0.601977,             11081.4,

0.001001,            0.374374,            0.608012,            0.601212,             11081.4,

0.001001,            0.375375,            0.607239,            0.600444,             11081.4,

0.001001,            0.376376,            0.606464,            0.599675,             11081.4,

0.001001,            0.377377,            0.605686,            0.598902,             11081.4,

0.001001,            0.378378,            0.604905,            0.598128,             11081.4,

0.001001,            0.379379,            0.604123,            0.597351,             11081.4,

0.001001,             0.38038,            0.603338,            0.596572,             11081.4,

0.001001,            0.381381,            0.602551,            0.595791,             11081.4,

0.001001,            0.382382,            0.601762,            0.595007,             11081.4,

0.001001,            0.383383,             0.60097,            0.594222,             11081.4,

0.001001,            0.384384,            0.600177,            0.593434,             11081.4,

0.001001,            0.385385,            0.599381,            0.592644,             11081.4,

0.001001,            0.386386,            0.598583,            0.591852,             11081.4,

0.001001,            0.387387,            0.597783,            0.591058,             11081.4,

0.001001,            0.388388,            0.596981,            0.590262,             11081.4,

0.001001,            0.389389,            0.596177,            0.589464,             11081.4,

0.001001,             0.39039,            0.595371,            0.588664,             11081.4,

0.001001,            0.391391,            0.594563,            0.587862,             11081.4,

0.001001,            0.392392,            0.593752,            0.587058,             11081.4,

0.001001,            0.393393,             0.59294,            0.586252,             11081.4,

0.001001,            0.394394,            0.592126,            0.585444,             11081.4,

0.001001,            0.395395,             0.59131,            0.584634,             11081.4,

0.001001,            0.396396,            0.590492,            0.583822,             11081.4,

0.001001,            0.397397,            0.589672,            0.583008,             11081.4,

0.001001,            0.398398,             0.58885,            0.582193,             11081.4,

0.001001,            0.399399,            0.588027,            0.581375,             11081.4,

0.001001,              0.4004,            0.587201,            0.580556,             11081.4,

0.001001,            0.401401,            0.586374,            0.579735,             11081.4,

0.001001,            0.402402,            0.585545,            0.578912,             11081.4,

